asset_id,asset_type,status,canonical_location,depends_on,notes
TGCV-CORE-001,scientific_core,CURRENT,01_SCIENTIFIC_CORE/,TR131;DOPS21;DOPS22;DOPS23;C-01,Core unchanged
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_CURRENT.md,EXT-UPD-4.3;EXT-UPD-4.5;EXT-UPD-4.6;EXT-UPD-4.8;EXT-UPD-4.9;TR-132,No epistemic upgrade
TR-132,methodological_test,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_TACC_OPERATIONAL_IDENTIFIABILITY_TEST_v0.1.md,TR131;D-OPS-24,Design registered; empirical execution not authorized
TR-132-PROTOCOL,methodological_protocol,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_EXECUTABLE_PROTOCOL_v0.1.md,TR-132;TR-132-REQ,Executable L1-L4 ladder; execution not authorized
TR-132-REQ,methodological_matrix,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_CLAIM_IDENTIFIABILITY_REQUIREMENTS_MATRIX_v0.1.md,TR-132,Claim-specific minimum identifiability levels; no epistemic upgrade
TR-132-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132_EVIDENCE_CLAIM_IMPACT_ASSESSMENT_v0.1.md,TR-132,No scientific claim change
TR-132-REQ-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132_CLAIM_IDENTIFIABILITY_REQUIREMENTS_IMPACT_ASSESSMENT_v0.1.md,TR-132-REQ,No scientific claim change
TR-132-AUTH,governance_authorization,CURRENT,00_GOVERNANCE/TR-132_EXECUTION_AUTHORIZATION_v0.1.md,TR-132;TR-132-PROTOCOL;TR-132-REQ,Authorizes package instantiation only; empirical execution remains unauthorized
TR-132-AUTH-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132_EXECUTION_AUTHORIZATION_IMPACT_ASSESSMENT_v0.1.md,TR-132-AUTH,No scientific claim change
TR-132-PACKAGE,execution_package_specification,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_EXECUTION_PACKAGE_SPECIFICATION_v0.1.md,TR-132;TR-132-PROTOCOL;TR-132-AUTH,Package requirements frozen; no concrete execution instance
TR-132-G0,candidate_admission_gate,CURRENT,00_GOVERNANCE/TR-132_G0_CANDIDATE_OPERATIONALIZATION_ADMISSION_v0.1.md,TR-132-PACKAGE;TR-132-AUTH,Gate completed; Rust/EXT-1.1 not admitted at accessibility operationalization boundary
TR-132-G0-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132_G0_CANDIDATE_OPERATIONALIZATION_IMPACT_ASSESSMENT_v0.1.md,TR-132-G0,No scientific claim change
TR-132-MOD-1,methodological_design,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132-MOD-1_TACC_OPERATIONALIZATION_FIXTURE_DESIGN_v0.1.md,TR-132-G0,Controlled fixture design; execution not authorized
TR-132-MOD-1-AUDIT,design_audit,CURRENT,00_GOVERNANCE/TR-132-MOD-1_DESIGN_AUDIT_AND_FIXTURE_SCHEMA_v0.1.md,TR-132-MOD-1,Design audit pass; schema frozen; execution not authorized
TR-132-MOD-1-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132-MOD-1_DESIGN_AUDIT_IMPACT_ASSESSMENT_v0.1.md,TR-132-MOD-1-AUDIT,No scientific claim change
D-OPS-24,gate,CLOSED-BOUNDED-SEARCH,00_GOVERNANCE/D-OPS-24_DIRECTED_DOCUMENTARY_ACCESSIBILITY_SEARCH_PROTOCOL_v0.1.md,EXT-UPD-4.9,Search completed; no documentary PASS
RMA-v3.15,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v3.15.md,TR-132;TR-132-PROTOCOL;TR-132-REQ;TR-132-AUTH;TR-132-PACKAGE;TR-132-G0;TR-132-MOD-1;TR-132-MOD-1-AUDIT,RMA updated for MOD-1 design audit
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v3.15,Stable canonical pointer to current RMA master
TRACEABILITY-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_traceability_current.csv,RMA-current,Stable canonical pointer to current traceability CSV
PROPAGATION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/CURRENT_STATE_PROPAGATION_AND_CONSISTENCY_WORKFLOW_v0.1.md,None,Atomic propagation rule operative
