asset_id,asset_type,status,canonical_location,depends_on,notes
TGCV-CORE-001,scientific_core,CURRENT,01_SCIENTIFIC_CORE/,TR131;DOPS21;DOPS22;DOPS23,Core ontology S and analytical architecture
TR-131,test,CLOSED,03_EXPERIMENTS/EXT-1.1_Rust/,Rust operationalization,State sufficiency / T_acc analytical indispensability
RUST-DYN-1,experiment,CLOSED,03_EXPERIMENTS/EXT-1.1_Rust/,TR131;DR-036,Bounded dynamic evidence
RUST-DYN-2,experiment,CLOSED,03_EXPERIMENTS/EXT-1.1_Rust/,DR-043,Bounded structural empirical evidence
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_POST_DOPS23_v0.1.md,RUST-DYN-1;RUST-DYN-2;DOPS21;DOPS22;DOPS23,Authoritative current evidence-to-claim matrix unchanged
D-OPS-21,gate,CLOSED,00_GOVERNANCE/,SLR;prior_art,Deep comparative architectural originality audit
D-OPS-22,gate,CLOSED,00_GOVERNANCE/,DOPS21,Transversal translation architecture non-redundancy
D-OPS-23,gate,CLOSED,00_GOVERNANCE/,DOPS22,Minimal transversal translation protocol frozen
D-OPS-24,gate,PREFLIGHT-PASS-SEARCH-HOLD,00_GOVERNANCE/impact/,DOPS23;EXT-UPD-3.6;EXT-UPD-3.7;EXT-UPD-3.8;EXT-UPD-3.9;EXT-UPD-4.0;RMA-v1.8,D-OPS-24 v0.4 frozen; PF-01..PF-18 pass; PF-19 unsatisfied
DOPS24-DISCOVERY-PROTOCOL-v0.2,controlled_protocol,HISTORICAL-NON-ADMISSIBLE,00_GOVERNANCE/impact/D-OPS-24_CANDIDATE_POOL_EXPANSION_DISCOVERY_v0.2.md,DOPS24;EXT-UPD-3.7,Historical protocol; execution non-admissible
DOPS24-DISCOVERY-PROTOCOL-v0.3,controlled_protocol,FROZEN-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_CANDIDATE_POOL_EXPANSION_DISCOVERY_v0.3.md,DOPS24;EXT-UPD-3.8,Corrected protocol retained immutable
DOPS24-DISCOVERY-PROTOCOL-v0.4,controlled_protocol,FROZEN,00_GOVERNANCE/impact/D-OPS-24_CANDIDATE_POOL_EXPANSION_DISCOVERY_v0.4.md,DOPS24;EXT-UPD-4.0;RMA-v1.8;DOPS24-PREFLIGHT-v0.4,F2-first protocol; preflight PASS; search not authorized
DOPS24-PREFLIGHT-v0.4,preflight,CLOSED,00_GOVERNANCE/impact/D-OPS-24_PREFLIGHT_v0.4.md,DOPS24-DISCOVERY-PROTOCOL-v0.4;EXT-UPD-4.0,PF-01..PF-18 PASS; PF-19 not satisfied
DOPS24-DISCOVERY-EXECUTION-v0.1,execution_log,STOPPED-GOVERNANCE-HOLD,00_GOVERNANCE/impact/D-OPS-24_DISCOVERY_EXECUTION_LOG_v0.1.md,DOPS24-DISCOVERY-PROTOCOL-v0.2;EXT-UPD-3.8,Initial discovery pass stopped; no candidate admitted
DOPS24-DISCOVERY-SEARCH-v0.3,discovery_search_log,STOPPED-GOVERNANCE-HOLD,00_GOVERNANCE/impact/D-OPS-24_DISCOVERY_SEARCH_LOG_v0.3.md,DOPS24-DISCOVERY-PROTOCOL-v0.3;DOPS24-F1-Q3-CORRECTION,F1 stopped at Q2; Q3 not admissibly executed
DOPS24-F1-Q3-CORRECTION,governance_correction,CLOSED,00_GOVERNANCE/impact/D-OPS-24_F1_Q3_GOVERNANCE_CORRECTION_v0.1.md,DOPS24-DISCOVERY-PROTOCOL-v0.3,Exploratory F1-Q3 attempt retained as non-admissible
DOPS24-EXT-UPD-4.0,governance_decision,CLOSED,00_GOVERNANCE/impact/EXT-UPD-4.0_DOPS24_CONTINUATION_DECISION_v0.1.md,EXT-UPD-3.9;DOPS24,D-OPS-24 continuation decision; F2 selected
EXT-UPD-4.0,governance_propagation,CLOSED-CONSISTENT,00_GOVERNANCE/impact/EXT-UPD-4.0_DOPS24_CONTINUATION_PROPAGATION_v0.1.md,DOPS24-EXT-UPD-4.0;DOPS24-DISCOVERY-PROTOCOL-v0.4;RMA-v1.7,Propagation and consistency closure complete
DOPS24-EXT-UPD-4.0-CLOSURE,governance_closure,CLOSED-CONSISTENT,00_GOVERNANCE/rma/EXT-UPD-4.0_CONSISTENCY_CLOSURE_v0.1.md,EXT-UPD-4.0;RMA-v1.7,Propagation closure; CI PASS not claimed for validator commit 5118ef4
RMA-v1.5,governance_master,HISTORICAL-SUPERSEDED,00_GOVERNANCE/rma/TGCV_RMA_v1.5.md,DOPS24-F1-Q3-CORRECTION,Immutable historical master
RMA-v1.6,governance_master,HISTORICAL-SUPERSEDED,00_GOVERNANCE/rma/TGCV_RMA_v1.6.md,EXT-UPD-3.9,Immutable historical master
RMA-v1.7,governance_master,HISTORICAL-SUPERSEDED,00_GOVERNANCE/rma/TGCV_RMA_v1.7.md,EXT-UPD-4.0,Immutable historical master
RMA-v1.8,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v1.8.md,DOPS24-PREFLIGHT-v0.4,Current master after preflight pass
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v1.8,Must point to v1.8
STATUS,governance_status,CURRENT,STATUS.md,RMA-v1.8;DOPS24-DISCOVERY-PROTOCOL-v0.4;DOPS24-PREFLIGHT-v0.4,Current-state summary
PROPAGATION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/CURRENT_STATE_PROPAGATION_AND_CONSISTENCY_WORKFLOW_v0.1.md,None,Mandatory propagation sequence
HISTORICAL-RECONSTRUCTION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/HISTORICAL_RECONSTRUCTION_BEFORE_NEW_WORK_RULE_v0.1.md,None,Mandatory historical reconstruction
SCIENTIFIC-ASSET-REGISTRY,scientific_memory_registry,CURRENT,02_EXTERNAL_SCIENCE/SCIENTIFIC_ASSET_REGISTRY_v0.1.md,EXT-UPD-3.6,Canonical reusable research-bearing scientific registry
VALIDATOR,machine_control,CURRENT,00_GOVERNANCE/tools/validate_current_state.py,RMA;traceability;STATUS;claim_matrix;scientific_registry,D-OPS-24 v0.4 preflight controls
