asset_id,asset_type,status,canonical_location,depends_on,notes
TGCV-CORE-001,scientific_core,CURRENT,01_SCIENTIFIC_CORE/,TR131;DOPS21;DOPS22;DOPS23;C-01,Core unchanged
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_CURRENT.md,EXT-UPD-4.3;EXT-UPD-4.5;EXT-UPD-4.6;EXT-UPD-4.8;EXT-UPD-4.9;TR-132,No epistemic upgrade
TR-132,methodological_test,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_TACC_OPERATIONAL_IDENTIFIABILITY_TEST_v0.1.md,TR131;D-OPS-24,Design registered; empirical Rust execution not authorized
TR-132-MOD-1,methodological_design,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132-MOD-1_TACC_OPERATIONALIZATION_FIXTURE_DESIGN_v0.1.md,TR-132-G0,Controlled fixture design; execution closed as bounded methodological PASS
D-OPS-24,gate,CLOSED-BOUNDED-SEARCH,00_GOVERNANCE/D-OPS-24_DIRECTED_DOCUMENTARY_ACCESSIBILITY_SEARCH_PROTOCOL_v0.1.md,EXT-UPD-4.9,Search completed; no documentary PASS
EXT-UPD-4.9,strategic_disposition,CURRENT,00_GOVERNANCE/EXT-UPD-4.9_STRATEGIC_DISPOSITION_INDUSTRIAL_APPLICABILITY_RESULT_v0.1.md,EXT-UPD-4.8;D-OPS-24,Industrial Track PROPOSED; no industrial execution authorization
INDUSTRIAL-TRACK,application_research_line,PROPOSED,00_GOVERNANCE/INDUSTRIAL_TRACK/,EXT-UPD-4.9,Case-level routing performed under canonical IT-G0/IT-G1/IT-G2 gates; no utility PASS
IT-NOSD-EXEC-001,documentary_discovery_execution,CLOSED-BOUNDED-DISCOVERY,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_EXECUTION_001.md,INDUSTRIAL-TRACK;INDUSTRIAL-TRACK-AUTH-REC,13 screened; 10 retained; 3 rejected; no industrial case admitted at discovery closure
IT-G1-I-AMOC,industrial_case,G1-PASS;G2-PASS;G3-PASS;G4-PASS;G5-AUTHORIZED;UTILITY-INCONCLUSIVE,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-G0;IT-G1;IT-G2;IT-G3;IT-G4;IT-G5,FAA AMOC case; independent reconstruction remains open; no claim upgrade
IT-G1-D-LYNXOS,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-NOSD-007,Public LynxOS-178 RSC case identified; decision-time observability incomplete; no G3/G4/G5
IT-G1-L-SEARECS,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-NOSD-009,Searecs/BG Verkehr product approval identified; decision-time version/configuration and technical verification package incomplete; no G3/G4/G5
RMA-v3.22,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v3.22.md,TR-132-MOD-1;EXT-UPD-4.9;INDUSTRIAL-TRACK;IT-G1-I-AMOC;IT-G1-D-LYNXOS;IT-G1-L-SEARECS,Current RMA reconciles bounded industrial case routing; scientific Core and industrial execution boundary unchanged
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v3.22,Stable canonical pointer
TRACEABILITY-v3.22,traceability_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_traceability_v3.22.csv,RMA-v3.22,Versioned current RMA traceability
TRACEABILITY-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_traceability_current.csv,RMA-v3.22,Stable canonical pointer to current traceability v3.22
PROPAGATION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/CURRENT_STATE_PROPAGATION_AND_CONSISTENCY_WORKFLOW_v0.1.md,None,Atomic propagation operative
