asset_id,asset_type,status,canonical_location,depends_on,notes
TGCV-CORE-001,scientific_core,CURRENT,01_SCIENTIFIC_CORE/,TR131;DOPS21;DOPS22;DOPS23,Core ontology and analytical architecture unchanged
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_POST_DOPS23_v0.1.md,RUST-DYN-1;RUST-DYN-2;DOPS21;DOPS22;DOPS23,Current evidence-to-claim matrix unchanged
D-OPS-24,gate,FROZEN-DESIGN,00_GOVERNANCE/impact/,EXT-UPD-4.1;RMA-v2.2,v0.5 frozen after final preflight; execution not authorized
DOPS24-DISCOVERY-PROTOCOL-v0.4,controlled_protocol,FROZEN-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_CANDIDATE_POOL_EXPANSION_DISCOVERY_v0.4.md,EXT-UPD-4.0;RMA-v2.1,F2-first protocol; budget 3/3 consumed; immutable
DOPS24-PREFLIGHT-v0.4,preflight,CLOSED-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_PREFLIGHT_v0.4.md,DOPS24-v0.4,Historical preflight
DOPS24-F2-Q1-RESULT,execution_result,CLOSED-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_F2_Q1_EXECUTION_LOG_v0.1.md,DOPS24-v0.4,Zero candidates
DOPS24-F2-Q2-RESULT,execution_result,CLOSED-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_F2_Q2_EXECUTION_RESULT_v0.1.md,DOPS24-v0.4,Zero admissible candidates
DOPS24-F2-Q3-RESULT,execution_result,CLOSED-HISTORICAL,00_GOVERNANCE/impact/D-OPS-24_F2_Q3_EXECUTION_RESULT_v0.1.md,DOPS24-v0.4,Zero admissible candidates
EXT-UPD-4.1,governance_update,CLOSED-FROZEN-PROPAGATED,00_GOVERNANCE/impact/EXT-UPD-4.1_DOPS24_V05_FREEZE_PROPAGATION_v0.1.md,DOPS24-PREFLIGHT-v0.5;RMA-v2.2,Methodological freeze only; no scientific state change
DOPS24-PREFLIGHT-v0.5,preflight,CLOSED-PASS,00_GOVERNANCE/impact/D-OPS-24_PREFLIGHT_v0.5.md,DOPS24-v0.5;EXT-UPD-4.1,Final preflight PASS; execution not authorized
DOPS24-DISCOVERY-PROTOCOL-v0.5,controlled_protocol,FROZEN,00_GOVERNANCE/impact/D-OPS-24_CANDIDATE_POOL_EXPANSION_DISCOVERY_v0.5.md,EXT-UPD-4.1;DOPS24-PREFLIGHT-v0.5,Staged discovery/MTE/TR/TT/ETC design; execution not authorized
RMA-v2.1,governance_master,HISTORICAL-SUPERSEDED,00_GOVERNANCE/rma/TGCV_RMA_v2.1.md,EXT-UPD-4.0,Immutable historical master
RMA-v2.2,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v2.2.md,EXT-UPD-4.1;DOPS24-PREFLIGHT-v0.5,Current master after v0.5 freeze
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v2.2,Must point to v2.2
STATUS,governance_status,CURRENT,STATUS.md,RMA-v2.2;DOPS24-v0.5,Current-state summary
PROPAGATION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/CURRENT_STATE_PROPAGATION_AND_CONSISTENCY_WORKFLOW_v0.1.md,None,Mandatory propagation sequence
HISTORICAL-RECONSTRUCTION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/HISTORICAL_RECONSTRUCTION_BEFORE_NEW_WORK_RULE_v0.1.md,None,Mandatory historical reconstruction
SCIENTIFIC-ASSET-REGISTRY,scientific_memory_registry,CURRENT,02_EXTERNAL_SCIENCE/SCIENTIFIC_ASSET_REGISTRY_v0.1.md,EXT-UPD-3.6,Canonical scientific registry
VALIDATOR,machine_control,CURRENT,00_GOVERNANCE/tools/validate_current_state.py,RMA-v2.2;traceability-v2.2;STATUS;claim_matrix;scientific_registry,Current-state structural control requires update for v2.2
