asset_id,asset_type,status,canonical_location,depends_on,notes
RMA-v3.25,governance_master,HISTORICAL,00_GOVERNANCE/rma/TGCV_RMA_v3.25.md,,Historical operative RMA preserved immutable
RMA-v3.26,governance_master,HISTORICAL,00_GOVERNANCE/rma/TGCV_RMA_v3.26.md,RMA-current,Historical operative RMA preserved immutable
RMA-v3.27,governance_master,HISTORICAL,00_GOVERNANCE/rma/TGCV_RMA_v3.27.md,RMA-current,Historical operative RMA preserved immutable
RMA-v3.28,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v3.28.md,RMA-current,Current operative RMA; propagates IT-NOSD-010 IT-G0 bounded case-definition closure; no scientific claim upgrade
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v3.28,Points to TGCV_RMA_v3.28.md
CLAIM-MATRIX-v0.8,claim_control_versioned,HISTORICAL,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_v0.8.md,,Historical matrix preserved immutable
CLAIM-MATRIX-v0.9,claim_control_versioned,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_v0.9.md,,Current versioned matrix; no scientific claim upgrade
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_CURRENT.md,CLAIM-MATRIX-v0.9,v0.9; current scientific claim control remains unchanged
IT-METH-I-GOVERNED-COMPARISON,industrial_experiment,CLOSED-INCONCLUSIVE,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/IT-METH-I_FAA_AMOC_GOVERNED_COMPARISON_001.md,,FAA AMOC comparison closed; no superiority established
IT-METH-I-CLOSURE,industrial_experiment,CLOSED-INCONCLUSIVE,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/IT-METH-I_FAA_AMOC_EXPERIMENT_CLOSURE_001.md,IT-METH-I-GOVERNED-COMPARISON,Experiment closed; no rerun; Core unchanged
IT-METH-I-MR-01-07,methodological_requirements,ADOPTED,00_GOVERNANCE/INDUSTRIAL_TRACK/IT-METH_I_METHODOLOGICAL_REQUIREMENTS_AFTER_CLOSURE_001.md,IT-METH-I-CLOSURE,Preconditions for future industrial utility tests
POST-IT-METH-I-FILTER,discovery_filter,FROZEN,00_GOVERNANCE/INDUSTRIAL_TRACK/INDUSTRIAL_DISCOVERY_FILTER_POST_IT_METH_I_v0.1.md,IT-METH-I-MR-01-07,Historical frozen filter preserved; corrected discovery framework separately current
POST-IT-METH-I-DISCOVERY,discovery_state,CURRENT,00_GOVERNANCE/INDUSTRIAL_TRACK/INDUSTRIAL_CANDIDATE_DISCOVERY_POST_IT_METH_I_002.md,IT-METH-I-MR-01-07,Corrected screening framework; no IT-G1 authorization
AWS-SSM-CANDIDATE,candidate_screening,CONDITIONAL,00_GOVERNANCE/INDUSTRIAL_TRACK/IT_METH_I_POST_FILTER_CANDIDATE_ASSESSMENT_AWS_SSM_001.md,POST-IT-METH-I-DISCOVERY,Conditional candidate family; not admitted to IT-G1
AWS-PATCHASGINSTANCE-PHASE-A-RECON,methodological_fixture,CLOSED-PASS,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/IT-METH-I_CLASS_II_AWS_PATCHASGINSTANCE_PHASE_A_RECONSTRUCTION_CLOSURE_001.md,IT-METH-I_CLASS_II_AWS_PATCHASGINSTANCE_INDEPENDENT_RECONSTRUCTION_002,Class-II predecision reconstruction reproducibility PASS; 21/21 exact agreement
